filepath,person_id,sign_id,sign_name,sample_id,num_frames
data/processed/person_00_sign_004_sample_15.npy,0,4,số_4,15,30
data/processed/person_00_sign_004_sample_16.npy,0,4,số_4,16,30
data/processed/person_00_sign_004_sample_17.npy,0,4,số_4,17,30
data/processed/person_00_sign_004_sample_18.npy,0,4,số_4,18,30
data/processed/person_00_sign_004_sample_19.npy,0,4,số_4,19,30
data/processed/person_00_sign_005_sample_00.npy,0,5,số_5,0,30
data/processed/person_00_sign_005_sample_01.npy,0,5,số_5,1,30
data/processed/person_00_sign_005_sample_02.npy,0,5,số_5,2,30
data/processed/person_00_sign_005_sample_03.npy,0,5,số_5,3,30
data/processed/person_00_sign_005_sample_04.npy,0,5,số_5,4,30
data/processed/person_00_sign_005_sample_05.npy,0,5,số_5,5,30
data/processed/person_00_sign_005_sample_06.npy,0,5,số_5,6,30
data/processed/person_00_sign_005_sample_07.npy,0,5,số_5,7,30
data/processed/person_00_sign_005_sample_08.npy,0,5,số_5,8,30
data/processed/person_00_sign_005_sample_09.npy,0,5,số_5,9,30
data/processed/person_00_sign_005_sample_10.npy,0,5,số_5,10,30
data/processed/person_00_sign_005_sample_11.npy,0,5,số_5,11,30
data/processed/person_00_sign_005_sample_12.npy,0,5,số_5,12,30
data/processed/person_00_sign_005_sample_13.npy,0,5,số_5,13,30
data/processed/person_00_sign_005_sample_14.npy,0,5,số_5,14,30
data/processed/person_00_sign_005_sample_15.npy,0,5,số_5,15,30
data/processed/person_00_sign_005_sample_16.npy,0,5,số_5,16,30
data/processed/person_00_sign_005_sample_17.npy,0,5,số_5,17,30
data/processed/person_00_sign_005_sample_18.npy,0,5,số_5,18,30
data/processed/person_00_sign_005_sample_19.npy,0,5,số_5,19,30
data/processed/person_00_sign_006_sample_00.npy,0,6,số_6,0,30
data/processed/person_00_sign_006_sample_01.npy,0,6,số_6,1,30
data/processed/person_00_sign_006_sample_02.npy,0,6,số_6,2,30
data/processed/person_00_sign_006_sample_03.npy,0,6,số_6,3,30
data/processed/person_00_sign_006_sample_04.npy,0,6,số_6,4,30
data/processed/person_00_sign_006_sample_05.npy,0,6,số_6,5,30
data/processed/person_00_sign_006_sample_06.npy,0,6,số_6,6,30
data/processed/person_00_sign_006_sample_07.npy,0,6,số_6,7,30
data/processed/person_00_sign_006_sample_08.npy,0,6,số_6,8,30
data/processed/person_00_sign_006_sample_09.npy,0,6,số_6,9,30
data/processed/person_00_sign_006_sample_10.npy,0,6,số_6,10,30
data/processed/person_00_sign_006_sample_11.npy,0,6,số_6,11,30
data/processed/person_00_sign_006_sample_12.npy,0,6,số_6,12,30
data/processed/person_00_sign_006_sample_13.npy,0,6,số_6,13,30
data/processed/person_00_sign_006_sample_14.npy,0,6,số_6,14,30
data/processed/person_00_sign_006_sample_15.npy,0,6,số_6,15,30
data/processed/person_00_sign_006_sample_16.npy,0,6,số_6,16,30
data/processed/person_00_sign_006_sample_17.npy,0,6,số_6,17,30
data/processed/person_00_sign_006_sample_18.npy,0,6,số_6,18,30
data/processed/person_00_sign_006_sample_19.npy,0,6,số_6,19,30
data/processed/person_00_sign_007_sample_00.npy,0,7,số_7,0,30
data/processed/person_00_sign_007_sample_01.npy,0,7,số_7,1,30
data/processed/person_00_sign_007_sample_02.npy,0,7,số_7,2,30
data/processed/person_00_sign_007_sample_03.npy,0,7,số_7,3,30
data/processed/person_00_sign_007_sample_04.npy,0,7,số_7,4,30
data/processed/person_00_sign_007_sample_05.npy,0,7,số_7,5,30
data/processed/person_00_sign_007_sample_06.npy,0,7,số_7,6,30
data/processed/person_00_sign_007_sample_07.npy,0,7,số_7,7,30
data/processed/person_00_sign_007_sample_08.npy,0,7,số_7,8,30
data/processed/person_00_sign_007_sample_09.npy,0,7,số_7,9,30
data/processed/person_00_sign_007_sample_10.npy,0,7,số_7,10,30
data/processed/person_00_sign_007_sample_11.npy,0,7,số_7,11,30
data/processed/person_00_sign_007_sample_12.npy,0,7,số_7,12,30
data/processed/person_00_sign_007_sample_13.npy,0,7,số_7,13,30
data/processed/person_00_sign_007_sample_14.npy,0,7,số_7,14,30
data/processed/person_00_sign_007_sample_15.npy,0,7,số_7,15,30
data/processed/person_00_sign_007_sample_16.npy,0,7,số_7,16,30
data/processed/person_00_sign_007_sample_17.npy,0,7,số_7,17,30
data/processed/person_00_sign_007_sample_18.npy,0,7,số_7,18,30
data/processed/person_00_sign_007_sample_19.npy,0,7,số_7,19,30
data/processed/person_00_sign_008_sample_00.npy,0,8,số_8,0,30
data/processed/person_00_sign_008_sample_01.npy,0,8,số_8,1,30
data/processed/person_00_sign_008_sample_02.npy,0,8,số_8,2,30
data/processed/person_00_sign_008_sample_03.npy,0,8,số_8,3,30
data/processed/person_00_sign_008_sample_04.npy,0,8,số_8,4,30
data/processed/person_00_sign_008_sample_05.npy,0,8,số_8,5,30
data/processed/person_00_sign_008_sample_06.npy,0,8,số_8,6,30
data/processed/person_00_sign_008_sample_07.npy,0,8,số_8,7,30
data/processed/person_00_sign_008_sample_08.npy,0,8,số_8,8,30
data/processed/person_00_sign_008_sample_09.npy,0,8,số_8,9,30
data/processed/person_00_sign_008_sample_10.npy,0,8,số_8,10,30
data/processed/person_00_sign_008_sample_11.npy,0,8,số_8,11,30
data/processed/person_00_sign_008_sample_12.npy,0,8,số_8,12,30
data/processed/person_00_sign_008_sample_13.npy,0,8,số_8,13,30
data/processed/person_00_sign_008_sample_14.npy,0,8,số_8,14,30
data/processed/person_00_sign_008_sample_15.npy,0,8,số_8,15,30
data/processed/person_00_sign_008_sample_16.npy,0,8,số_8,16,30
data/processed/person_00_sign_008_sample_17.npy,0,8,số_8,17,30
data/processed/person_00_sign_008_sample_18.npy,0,8,số_8,18,30
data/processed/person_00_sign_008_sample_19.npy,0,8,số_8,19,30
data/processed/person_00_sign_009_sample_00.npy,0,9,số_9,0,30
data/processed/person_00_sign_009_sample_01.npy,0,9,số_9,1,30
data/processed/person_00_sign_009_sample_02.npy,0,9,số_9,2,30
data/processed/person_00_sign_009_sample_03.npy,0,9,số_9,3,30
data/processed/person_00_sign_009_sample_04.npy,0,9,số_9,4,30
data/processed/person_00_sign_009_sample_05.npy,0,9,số_9,5,30
data/processed/person_00_sign_009_sample_06.npy,0,9,số_9,6,30
data/processed/person_00_sign_009_sample_07.npy,0,9,số_9,7,30
data/processed/person_00_sign_009_sample_08.npy,0,9,số_9,8,30
data/processed/person_00_sign_009_sample_09.npy,0,9,số_9,9,30
data/processed/person_00_sign_009_sample_10.npy,0,9,số_9,10,30
data/processed/person_00_sign_009_sample_11.npy,0,9,số_9,11,30
data/processed/person_00_sign_009_sample_12.npy,0,9,số_9,12,30
data/processed/person_00_sign_009_sample_13.npy,0,9,số_9,13,30
data/processed/person_00_sign_009_sample_14.npy,0,9,số_9,14,30
data/processed/person_00_sign_009_sample_15.npy,0,9,số_9,15,30
data/processed/person_00_sign_009_sample_16.npy,0,9,số_9,16,30
data/processed/person_00_sign_009_sample_17.npy,0,9,số_9,17,30
data/processed/person_00_sign_009_sample_18.npy,0,9,số_9,18,30
data/processed/person_00_sign_009_sample_19.npy,0,9,số_9,19,30
data/processed/person_00_sign_010_sample_00.npy,0,10,ký_hiệu_10,0,30
data/processed/person_00_sign_010_sample_01.npy,0,10,ký_hiệu_10,1,30
data/processed/person_00_sign_010_sample_02.npy,0,10,ký_hiệu_10,2,30
data/processed/person_00_sign_010_sample_03.npy,0,10,ký_hiệu_10,3,30
data/processed/person_00_sign_010_sample_04.npy,0,10,ký_hiệu_10,4,30
data/processed/person_00_sign_010_sample_05.npy,0,10,ký_hiệu_10,5,30
data/processed/person_00_sign_010_sample_06.npy,0,10,ký_hiệu_10,6,30
data/processed/person_00_sign_010_sample_07.npy,0,10,ký_hiệu_10,7,30
data/processed/person_00_sign_010_sample_08.npy,0,10,ký_hiệu_10,8,30
data/processed/person_00_sign_010_sample_09.npy,0,10,ký_hiệu_10,9,30
data/processed/person_00_sign_010_sample_10.npy,0,10,ký_hiệu_10,10,30
data/processed/person_00_sign_010_sample_11.npy,0,10,ký_hiệu_10,11,30
data/processed/person_00_sign_010_sample_12.npy,0,10,ký_hiệu_10,12,30
data/processed/person_00_sign_010_sample_13.npy,0,10,ký_hiệu_10,13,30
data/processed/person_00_sign_010_sample_14.npy,0,10,ký_hiệu_10,14,30
data/processed/person_00_sign_010_sample_15.npy,0,10,ký_hiệu_10,15,30
data/processed/person_00_sign_010_sample_16.npy,0,10,ký_hiệu_10,16,30
data/processed/person_00_sign_010_sample_17.npy,0,10,ký_hiệu_10,17,30
data/processed/person_00_sign_010_sample_18.npy,0,10,ký_hiệu_10,18,30
data/processed/person_00_sign_010_sample_19.npy,0,10,ký_hiệu_10,19,30
data/processed/person_00_sign_011_sample_00.npy,0,11,ký_hiệu_11,0,30
data/processed/person_00_sign_011_sample_01.npy,0,11,ký_hiệu_11,1,30
data/processed/person_00_sign_011_sample_02.npy,0,11,ký_hiệu_11,2,30
data/processed/person_00_sign_011_sample_03.npy,0,11,ký_hiệu_11,3,30
data/processed/person_00_sign_011_sample_04.npy,0,11,ký_hiệu_11,4,30
data/processed/person_00_sign_011_sample_05.npy,0,11,ký_hiệu_11,5,30
data/processed/person_00_sign_011_sample_06.npy,0,11,ký_hiệu_11,6,30
data/processed/person_00_sign_011_sample_07.npy,0,11,ký_hiệu_11,7,30
data/processed/person_00_sign_011_sample_08.npy,0,11,ký_hiệu_11,8,30
data/processed/person_00_sign_011_sample_09.npy,0,11,ký_hiệu_11,9,30
data/processed/person_00_sign_011_sample_10.npy,0,11,ký_hiệu_11,10,30
data/processed/person_00_sign_011_sample_11.npy,0,11,ký_hiệu_11,11,30
data/processed/person_00_sign_011_sample_12.npy,0,11,ký_hiệu_11,12,30
data/processed/person_00_sign_011_sample_13.npy,0,11,ký_hiệu_11,13,30
data/processed/person_00_sign_011_sample_14.npy,0,11,ký_hiệu_11,14,30
data/processed/person_00_sign_011_sample_15.npy,0,11,ký_hiệu_11,15,30
data/processed/person_00_sign_011_sample_16.npy,0,11,ký_hiệu_11,16,30
data/processed/person_00_sign_011_sample_17.npy,0,11,ký_hiệu_11,17,30
data/processed/person_00_sign_011_sample_18.npy,0,11,ký_hiệu_11,18,30
data/processed/person_00_sign_011_sample_19.npy,0,11,ký_hiệu_11,19,30
data/processed/person_00_sign_012_sample_00.npy,0,12,ký_hiệu_12,0,30
data/processed/person_00_sign_012_sample_01.npy,0,12,ký_hiệu_12,1,30
data/processed/person_00_sign_012_sample_02.npy,0,12,ký_hiệu_12,2,30
data/processed/person_00_sign_012_sample_03.npy,0,12,ký_hiệu_12,3,30
data/processed/person_00_sign_012_sample_04.npy,0,12,ký_hiệu_12,4,30
data/processed/person_00_sign_012_sample_05.npy,0,12,ký_hiệu_12,5,30
data/processed/person_00_sign_012_sample_06.npy,0,12,ký_hiệu_12,6,30
data/processed/person_00_sign_012_sample_07.npy,0,12,ký_hiệu_12,7,30
data/processed/person_00_sign_012_sample_08.npy,0,12,ký_hiệu_12,8,30
data/processed/person_00_sign_012_sample_09.npy,0,12,ký_hiệu_12,9,30
data/processed/person_00_sign_012_sample_10.npy,0,12,ký_hiệu_12,10,30
data/processed/person_00_sign_012_sample_11.npy,0,12,ký_hiệu_12,11,30
data/processed/person_00_sign_012_sample_12.npy,0,12,ký_hiệu_12,12,30
data/processed/person_00_sign_012_sample_13.npy,0,12,ký_hiệu_12,13,30
data/processed/person_00_sign_012_sample_14.npy,0,12,ký_hiệu_12,14,30
data/processed/person_00_sign_012_sample_15.npy,0,12,ký_hiệu_12,15,30
data/processed/person_00_sign_012_sample_16.npy,0,12,ký_hiệu_12,16,30
data/processed/person_00_sign_012_sample_17.npy,0,12,ký_hiệu_12,17,30
data/processed/person_00_sign_012_sample_18.npy,0,12,ký_hiệu_12,18,30
data/processed/person_00_sign_012_sample_19.npy,0,12,ký_hiệu_12,19,30
data/processed/person_00_sign_013_sample_00.npy,0,13,ký_hiệu_13,0,30
data/processed/person_00_sign_013_sample_01.npy,0,13,ký_hiệu_13,1,30
data/processed/person_00_sign_013_sample_02.npy,0,13,ký_hiệu_13,2,30
data/processed/person_00_sign_013_sample_03.npy,0,13,ký_hiệu_13,3,30
data/processed/person_00_sign_013_sample_04.npy,0,13,ký_hiệu_13,4,30
data/processed/person_00_sign_013_sample_05.npy,0,13,ký_hiệu_13,5,30
data/processed/person_00_sign_013_sample_06.npy,0,13,ký_hiệu_13,6,30
data/processed/person_00_sign_013_sample_07.npy,0,13,ký_hiệu_13,7,30
data/processed/person_00_sign_013_sample_08.npy,0,13,ký_hiệu_13,8,30
data/processed/person_00_sign_013_sample_09.npy,0,13,ký_hiệu_13,9,30
data/processed/person_00_sign_013_sample_10.npy,0,13,ký_hiệu_13,10,30
data/processed/person_00_sign_013_sample_11.npy,0,13,ký_hiệu_13,11,30
data/processed/person_00_sign_013_sample_12.npy,0,13,ký_hiệu_13,12,30
data/processed/person_00_sign_013_sample_13.npy,0,13,ký_hiệu_13,13,30
data/processed/person_00_sign_013_sample_14.npy,0,13,ký_hiệu_13,14,30
data/processed/person_00_sign_013_sample_15.npy,0,13,ký_hiệu_13,15,30
data/processed/person_00_sign_013_sample_16.npy,0,13,ký_hiệu_13,16,30
data/processed/person_00_sign_013_sample_17.npy,0,13,ký_hiệu_13,17,30
data/processed/person_00_sign_013_sample_18.npy,0,13,ký_hiệu_13,18,30
data/processed/person_00_sign_013_sample_19.npy,0,13,ký_hiệu_13,19,30
data/processed/person_00_sign_014_sample_00.npy,0,14,ký_hiệu_14,0,30
data/processed/person_00_sign_014_sample_01.npy,0,14,ký_hiệu_14,1,30
data/processed/person_00_sign_014_sample_02.npy,0,14,ký_hiệu_14,2,30
data/processed/person_00_sign_014_sample_03.npy,0,14,ký_hiệu_14,3,30
data/processed/person_00_sign_014_sample_04.npy,0,14,ký_hiệu_14,4,30
data/processed/person_00_sign_014_sample_05.npy,0,14,ký_hiệu_14,5,30
data/processed/person_00_sign_014_sample_06.npy,0,14,ký_hiệu_14,6,30
data/processed/person_00_sign_014_sample_07.npy,0,14,ký_hiệu_14,7,30
data/processed/person_00_sign_014_sample_08.npy,0,14,ký_hiệu_14,8,30
data/processed/person_00_sign_014_sample_09.npy,0,14,ký_hiệu_14,9,30
data/processed/person_00_sign_014_sample_10.npy,0,14,ký_hiệu_14,10,30
data/processed/person_00_sign_014_sample_11.npy,0,14,ký_hiệu_14,11,30
data/processed/person_00_sign_014_sample_12.npy,0,14,ký_hiệu_14,12,30
data/processed/person_00_sign_014_sample_13.npy,0,14,ký_hiệu_14,13,30
data/processed/person_00_sign_014_sample_14.npy,0,14,ký_hiệu_14,14,30
data/processed/person_00_sign_014_sample_15.npy,0,14,ký_hiệu_14,15,30
data/processed/person_00_sign_014_sample_16.npy,0,14,ký_hiệu_14,16,30
data/processed/person_00_sign_014_sample_17.npy,0,14,ký_hiệu_14,17,30
data/processed/person_00_sign_014_sample_18.npy,0,14,ký_hiệu_14,18,30
data/processed/person_00_sign_014_sample_19.npy,0,14,ký_hiệu_14,19,30
data/processed/person_00_sign_015_sample_00.npy,0,15,ký_hiệu_15,0,30
data/processed/person_00_sign_015_sample_01.npy,0,15,ký_hiệu_15,1,30
data/processed/person_00_sign_015_sample_02.npy,0,15,ký_hiệu_15,2,30
data/processed/person_00_sign_015_sample_03.npy,0,15,ký_hiệu_15,3,30
data/processed/person_00_sign_015_sample_04.npy,0,15,ký_hiệu_15,4,30
data/processed/person_00_sign_015_sample_05.npy,0,15,ký_hiệu_15,5,30
data/processed/person_00_sign_015_sample_06.npy,0,15,ký_hiệu_15,6,30
data/processed/person_00_sign_015_sample_07.npy,0,15,ký_hiệu_15,7,30
data/processed/person_00_sign_015_sample_08.npy,0,15,ký_hiệu_15,8,30
data/processed/person_00_sign_015_sample_09.npy,0,15,ký_hiệu_15,9,30
data/processed/person_00_sign_015_sample_10.npy,0,15,ký_hiệu_15,10,30
data/processed/person_00_sign_015_sample_11.npy,0,15,ký_hiệu_15,11,30
data/processed/person_00_sign_015_sample_12.npy,0,15,ký_hiệu_15,12,30
data/processed/person_00_sign_015_sample_13.npy,0,15,ký_hiệu_15,13,30
data/processed/person_00_sign_015_sample_14.npy,0,15,ký_hiệu_15,14,30
data/processed/person_00_sign_015_sample_15.npy,0,15,ký_hiệu_15,15,30
data/processed/person_00_sign_015_sample_16.npy,0,15,ký_hiệu_15,16,30
data/processed/person_00_sign_015_sample_17.npy,0,15,ký_hiệu_15,17,30
data/processed/person_00_sign_015_sample_18.npy,0,15,ký_hiệu_15,18,30
data/processed/person_00_sign_015_sample_19.npy,0,15,ký_hiệu_15,19,30
data/processed/person_00_sign_016_sample_00.npy,0,16,ký_hiệu_16,0,30
data/processed/person_00_sign_016_sample_01.npy,0,16,ký_hiệu_16,1,30
data/processed/person_00_sign_016_sample_02.npy,0,16,ký_hiệu_16,2,30
data/processed/person_00_sign_016_sample_03.npy,0,16,ký_hiệu_16,3,30
data/processed/person_00_sign_016_sample_04.npy,0,16,ký_hiệu_16,4,30
data/processed/person_00_sign_016_sample_05.npy,0,16,ký_hiệu_16,5,30
data/processed/person_00_sign_016_sample_06.npy,0,16,ký_hiệu_16,6,30
data/processed/person_00_sign_016_sample_07.npy,0,16,ký_hiệu_16,7,30
data/processed/person_00_sign_016_sample_08.npy,0,16,ký_hiệu_16,8,30
data/processed/person_00_sign_016_sample_09.npy,0,16,ký_hiệu_16,9,30
data/processed/person_00_sign_016_sample_10.npy,0,16,ký_hiệu_16,10,30
data/processed/person_00_sign_016_sample_11.npy,0,16,ký_hiệu_16,11,30
data/processed/person_00_sign_016_sample_12.npy,0,16,ký_hiệu_16,12,30
data/processed/person_00_sign_016_sample_13.npy,0,16,ký_hiệu_16,13,30
data/processed/person_00_sign_016_sample_14.npy,0,16,ký_hiệu_16,14,30
data/processed/person_00_sign_016_sample_15.npy,0,16,ký_hiệu_16,15,30
data/processed/person_00_sign_016_sample_16.npy,0,16,ký_hiệu_16,16,30
data/processed/person_00_sign_016_sample_17.npy,0,16,ký_hiệu_16,17,30
data/processed/person_00_sign_016_sample_18.npy,0,16,ký_hiệu_16,18,30
data/processed/person_00_sign_016_sample_19.npy,0,16,ký_hiệu_16,19,30
data/processed/person_00_sign_017_sample_00.npy,0,17,ký_hiệu_17,0,30
data/processed/person_00_sign_017_sample_01.npy,0,17,ký_hiệu_17,1,30
data/processed/person_00_sign_017_sample_02.npy,0,17,ký_hiệu_17,2,30
data/processed/person_00_sign_017_sample_03.npy,0,17,ký_hiệu_17,3,30
data/processed/person_00_sign_017_sample_04.npy,0,17,ký_hiệu_17,4,30
data/processed/person_00_sign_017_sample_05.npy,0,17,ký_hiệu_17,5,30
data/processed/person_00_sign_017_sample_06.npy,0,17,ký_hiệu_17,6,30
data/processed/person_00_sign_017_sample_07.npy,0,17,ký_hiệu_17,7,30
data/processed/person_00_sign_017_sample_08.npy,0,17,ký_hiệu_17,8,30
data/processed/person_00_sign_017_sample_09.npy,0,17,ký_hiệu_17,9,30
data/processed/person_00_sign_017_sample_10.npy,0,17,ký_hiệu_17,10,30
data/processed/person_00_sign_017_sample_11.npy,0,17,ký_hiệu_17,11,30
data/processed/person_00_sign_017_sample_12.npy,0,17,ký_hiệu_17,12,30
data/processed/person_00_sign_017_sample_13.npy,0,17,ký_hiệu_17,13,30
data/processed/person_00_sign_017_sample_14.npy,0,17,ký_hiệu_17,14,30
data/processed/person_00_sign_017_sample_15.npy,0,17,ký_hiệu_17,15,30
data/processed/person_00_sign_017_sample_16.npy,0,17,ký_hiệu_17,16,30
data/processed/person_00_sign_017_sample_17.npy,0,17,ký_hiệu_17,17,30
data/processed/person_00_sign_017_sample_18.npy,0,17,ký_hiệu_17,18,30
data/processed/person_00_sign_017_sample_19.npy,0,17,ký_hiệu_17,19,30
data/processed/person_00_sign_018_sample_00.npy,0,18,ký_hiệu_18,0,30
data/processed/person_00_sign_018_sample_01.npy,0,18,ký_hiệu_18,1,30
data/processed/person_00_sign_018_sample_02.npy,0,18,ký_hiệu_18,2,30
data/processed/person_00_sign_018_sample_03.npy,0,18,ký_hiệu_18,3,30
data/processed/person_00_sign_018_sample_04.npy,0,18,ký_hiệu_18,4,30
data/processed/person_00_sign_018_sample_05.npy,0,18,ký_hiệu_18,5,30
data/processed/person_00_sign_018_sample_06.npy,0,18,ký_hiệu_18,6,30
data/processed/person_00_sign_018_sample_07.npy,0,18,ký_hiệu_18,7,30
data/processed/person_00_sign_018_sample_08.npy,0,18,ký_hiệu_18,8,30
data/processed/person_00_sign_018_sample_09.npy,0,18,ký_hiệu_18,9,30
data/processed/person_00_sign_018_sample_10.npy,0,18,ký_hiệu_18,10,30
data/processed/person_00_sign_018_sample_11.npy,0,18,ký_hiệu_18,11,30
data/processed/person_00_sign_018_sample_12.npy,0,18,ký_hiệu_18,12,30
data/processed/person_00_sign_018_sample_13.npy,0,18,ký_hiệu_18,13,30
data/processed/person_00_sign_018_sample_14.npy,0,18,ký_hiệu_18,14,30
data/processed/person_00_sign_018_sample_15.npy,0,18,ký_hiệu_18,15,30
data/processed/person_00_sign_018_sample_16.npy,0,18,ký_hiệu_18,16,30
data/processed/person_00_sign_018_sample_17.npy,0,18,ký_hiệu_18,17,30
